compare_key,local_slug,live_slug,status,local_file,live_url,local_title,live_title,local_date,live_date,local_category,live_category,local_scripture,live_scripture,local_description,live_description,local_body_length,live_body_length,note
2025-07-20-约翰福音-6-30-35福音的渗透力,2025-07-20-约翰福音-6-30-35｜福音的渗透力,2025-07-20-约翰福音-6-30-35福音的渗透力,same,src/content/posts/2025-07-20-约翰福音-6-30-35｜福音的渗透力.md,https://ronniecross.com/posts/2025-07-20-约翰福音-6-30-35福音的渗透力/,约翰福音 6:30-35｜福音的渗透力,约翰福音 6:30-35｜福音的渗透力,2025-07-20,2025-07-20,教会讲道,教会讲道,约翰福音 6:30-35,约翰福音 6:30-35,20250720-中文 约翰福音 6：30–35福音的渗透力 《福音与生活》系列第二讲 中心思想：在我们愿意用信心去接受福音的每一个生活领域里，神就在那里动工，,20250720-中文 约翰福音 6：30–35福音的渗透力 《福音与生活》系列第二讲 中心思想：在我们愿意用信心去接受福音的每一个生活领域里，神就在那里动工，,4736,4736,
2025-07-27-耶利米哀歌-3-19-33kota见证,2025-07-27-耶利米哀歌-3-19-33｜kota见证,2025-07-27-耶利米哀歌-3-19-33kota见证,same,src/content/posts/2025-07-27-耶利米哀歌-3-19-33｜kota见证.md,https://ronniecross.com/posts/2025-07-27-耶利米哀歌-3-19-33kota见证/,耶利米哀歌 3:19-33｜Kota见证,耶利米哀歌 3:19-33｜Kota见证,2025-07-27,2025-07-27,教会讲道,教会讲道,耶利米哀歌 3:19-33,耶利米哀歌 3:19-33,20250727-中文 现在，从黑暗与苦难中走出来 核心信息：我们可以凭着悔改与信心来面对苦难。主绝不会永远丢弃我们，祂从不撇下我们，也不舍弃我们。 ⸻ 引言 ,20250727-中文 现在，从黑暗与苦难中走出来 核心信息：我们可以凭着悔改与信心来面对苦难。主绝不会永远丢弃我们，祂从不撇下我们，也不舍弃我们。 ⸻ 引言 ,4315,4315,
2025-08-02-约翰福音-8-1-11-去吧-从此不要再犯罪-恩典与圣洁的生命,2025-08-02-约翰福音-8-1-11-去吧-从此不要再犯罪-恩典与圣洁的生命,2025-08-02-约翰福音-8-1-11-去吧-从此不要再犯罪-恩典与圣洁的生命,same,src/content/posts/2025-08-02-约翰福音-8-1-11-去吧-从此不要再犯罪-恩典与圣洁的生命.md,https://ronniecross.com/posts/2025-08-02-约翰福音-8-1-11-去吧-从此不要再犯罪-恩典与圣洁的生命/,约翰福音 8:1-11｜去吧，从此不要再犯罪：恩典与圣洁的生命,约翰福音 8:1-11｜去吧，从此不要再犯罪：恩典与圣洁的生命,2025-08-02,2025-08-02,灵命成长,灵命成长,约翰福音 8:1-11,约翰福音 8:1-11,"为什么耶稣会说“去吧,不要再犯罪了”? 在某些基督教圈子里,信徒们很快就会避免沾染任何律法主义的味道,这是应该的。耶稣和使徒们对此都有清楚明确的教导,新约也告诉我们,人不能靠行为得","为什么耶稣会说“去吧,不要再犯罪了”? 在某些基督教圈子里,信徒们很快就会避免沾染任何律法主义的味道,这是应该的。耶稣和使徒们对此都有清楚明确的教导,新约也告诉我们,人不能靠行为得",3457,3457,
2025-08-02-路加福音-16-19-31-马太福音-7-24-27-建在永恒根基上的生命-从两则比喻学习属灵智慧,2025-08-02-路加福音-16-19-31-马太福音-7-24-27-建在永恒根基上的生命-从两则比喻学习属灵智慧,2025-08-02-路加福音-16-19-31-马太福音-7-24-27-建在永恒根基上的生命-从两则比喻学习属灵智慧,same,src/content/posts/2025-08-02-路加福音-16-19-31-马太福音-7-24-27-建在永恒根基上的生命-从两则比喻学习属灵智慧.md,https://ronniecross.com/posts/2025-08-02-路加福音-16-19-31-马太福音-7-24-27-建在永恒根基上的生命-从两则比喻学习属灵智慧/,路加福音 16:19-31；马太福音 7:24-27｜建在永恒根基上的生命：从两则比喻学习属灵智慧,路加福音 16:19-31；马太福音 7:24-27｜建在永恒根基上的生命：从两则比喻学习属灵智慧,2025-08-02,2025-08-02,灵命成长,灵命成长,路加福音 16:19-31；马太福音 7:24-27,路加福音 16:19-31；马太福音 7:24-27,"建在永恒根基上的生命——从两则比喻看属灵智慧 主耶稣在世上的时候,常以比喻讲述天国的奥秘。他没有用高深的哲学,而是借着人们熟悉的生活场景,让属天的真理变得可触可感。 耶稣几乎从不单","建在永恒根基上的生命——从两则比喻看属灵智慧 主耶稣在世上的时候,常以比喻讲述天国的奥秘。他没有用高深的哲学,而是借着人们熟悉的生活场景,让属天的真理变得可触可感。 耶稣几乎从不单",4962,4962,
2025-08-03-马可福音-10-17-22我心中的福音,2025-08-03-马可福音-10-17-22｜我心中的福音,2025-08-03-马可福音-10-17-22我心中的福音,same,src/content/posts/2025-08-03-马可福音-10-17-22｜我心中的福音.md,https://ronniecross.com/posts/2025-08-03-马可福音-10-17-22我心中的福音/,马可福音 10:17-22｜我心中的福音,马可福音 10:17-22｜我心中的福音,2025-08-03,2025-08-03,教会讲道,教会讲道,马可福音 10:17-22,马可福音 10:17-22,20250803-中文 马可福音 10：17-22我心中的福音 系列信息：《生命中的福音》 马可福音 10:17-22（英文标准译本） 耶稣正要上路的时候，有一,20250803-中文 马可福音 10：17-22我心中的福音 系列信息：《生命中的福音》 马可福音 10:17-22（英文标准译本） 耶稣正要上路的时候，有一,5068,5068,
2025-08-09-罗马书-8-28等-三段常被误解的经文-在语境中理解神的应许,2025-08-09-罗马书-8-28等-三段常被误解的经文-在语境中理解神的应许,2025-08-09-罗马书-8-28等-三段常被误解的经文-在语境中理解神的应许,same,src/content/posts/2025-08-09-罗马书-8-28等-三段常被误解的经文-在语境中理解神的应许.md,https://ronniecross.com/posts/2025-08-09-罗马书-8-28等-三段常被误解的经文-在语境中理解神的应许/,罗马书 8:28等｜三段常被误解的经文：在语境中理解神的应许,罗马书 8:28等｜三段常被误解的经文：在语境中理解神的应许,2025-08-09,2025-08-09,灵命成长,灵命成长,罗马书 8:28等,罗马书 8:28等,"三段被误解的圣经经文,以及神真正的应许 在信仰的圈子里,我们常常听人强调要紧紧抓住神的应许,以及将灵魂稳稳地扎根在圣经中所带来的自由。然而,真正带来改变与平安的,是按神所定义的真理","三段被误解的圣经经文,以及神真正的应许 在信仰的圈子里,我们常常听人强调要紧紧抓住神的应许,以及将灵魂稳稳地扎根在圣经中所带来的自由。然而,真正带来改变与平安的,是按神所定义的真理",4469,4469,
2025-08-10-使徒行传-2-42-47与我们同在的福音,2025-08-10-使徒行传-2-42-47｜与我们同在的福音,2025-08-10-使徒行传-2-42-47与我们同在的福音,same,src/content/posts/2025-08-10-使徒行传-2-42-47｜与我们同在的福音.md,https://ronniecross.com/posts/2025-08-10-使徒行传-2-42-47与我们同在的福音/,使徒行传 2:42-47｜与我们同在的福音,使徒行传 2:42-47｜与我们同在的福音,2025-08-10,2025-08-10,教会讲道,教会讲道,使徒行传 2:42-47,使徒行传 2:42-47,20250810-Ryan- 使徒行传 2：42–47与我们同在的福音 系列：生命中的福音 使徒行传 2:42–47（ESV） 他们都恒心遵守使徒的教训，彼此交,20250810-Ryan- 使徒行传 2：42–47与我们同在的福音 系列：生命中的福音 使徒行传 2:42–47（ESV） 他们都恒心遵守使徒的教训，彼此交,4804,4804,
2025-08-17-诗篇-27-1神是我们的堡垒,2025-08-17-诗篇-27-1｜神是我们的堡垒,2025-08-17-诗篇-27-1神是我们的堡垒,same,src/content/posts/2025-08-17-诗篇-27-1｜神是我们的堡垒.md,https://ronniecross.com/posts/2025-08-17-诗篇-27-1神是我们的堡垒/,诗篇 27:1｜神是我们的堡垒,诗篇 27:1｜神是我们的堡垒,2025-08-17,2025-08-17,教会讲道,教会讲道,诗篇 27:1,诗篇 27:1,20250817-中文P 讲道 诗篇 27：1 神是我们的堡垒 （检查道具：蜡烛、容器、打火机、支架、重物、绳子、垫子、绑的方法） 大家早上好！欢迎来到VBS主,20250817-中文P 讲道 诗篇 27：1 神是我们的堡垒 （检查道具：蜡烛、容器、打火机、支架、重物、绳子、垫子、绑的方法） 大家早上好！欢迎来到VBS主,3025,3025,
2025-08-24-马可福音-4-1-20撒种的比喻,2025-08-24-马可福音-4-1-20｜撒种的比喻,2025-08-24-马可福音-4-1-20撒种的比喻,same,src/content/posts/2025-08-24-马可福音-4-1-20｜撒种的比喻.md,https://ronniecross.com/posts/2025-08-24-马可福音-4-1-20撒种的比喻/,马可福音 4:1-20｜撒种的比喻,马可福音 4:1-20｜撒种的比喻,2025-08-24,2025-08-24,教会讲道,教会讲道,马可福音 4:1-20,马可福音 4:1-20,20250824-中文P 马可福音 4:1-20 撒种的比喻 大家早上好。我很兴奋，因为今天我们要开始新的一系列信息《耶稣的教导》第二季：比喻。去年我们做了第一,20250824-中文P 马可福音 4:1-20 撒种的比喻 大家早上好。我很兴奋，因为今天我们要开始新的一系列信息《耶稣的教导》第二季：比喻。去年我们做了第一,5169,5169,
2025-08-30-约翰福音-8-1-11-耶稣为何在地上写字-恩典审判与悔改,2025-08-30-约翰福音-8-1-11-耶稣为何在地上写字-恩典、审判与悔改,2025-08-30-约翰福音-8-1-11-耶稣为何在地上写字-恩典审判与悔改,same,src/content/posts/2025-08-30-约翰福音-8-1-11-耶稣为何在地上写字-恩典、审判与悔改.md,https://ronniecross.com/posts/2025-08-30-约翰福音-8-1-11-耶稣为何在地上写字-恩典审判与悔改/,约翰福音 8:1-11｜耶稣为何在地上写字：恩典、审判与悔改,约翰福音 8:1-11｜耶稣为何在地上写字：恩典、审判与悔改,2025-08-30,2025-08-30,灵命成长,灵命成长,约翰福音 8:1-11,约翰福音 8:1-11,"耶稣为何在地上写字 约翰福音8:1-11 1耶稣却往橄榄山去。 2 清早又回到殿里。众百姓都到他那里去,他就坐下教训他们。 3 文士和法利赛人,带着一个行淫时被拿的妇人来,叫她站在","耶稣为何在地上写字 约翰福音8:1-11 1耶稣却往橄榄山去。 2 清早又回到殿里。众百姓都到他那里去,他就坐下教训他们。 3 文士和法利赛人,带着一个行淫时被拿的妇人来,叫她站在",9160,9160,
2025-08-31-约翰福音-13-31-35教会的身份证明,2025-08-31-约翰福音-13-31-35｜教会的身份证明,2025-08-31-约翰福音-13-31-35教会的身份证明,same,src/content/posts/2025-08-31-约翰福音-13-31-35｜教会的身份证明.md,https://ronniecross.com/posts/2025-08-31-约翰福音-13-31-35教会的身份证明/,约翰福音 13:31-35｜教会的身份证明,约翰福音 13:31-35｜教会的身份证明,2025-08-31,2025-08-31,教会讲道,教会讲道,约翰福音 13:31-35,约翰福音 13:31-35,20250831-中文 教会的身份证明 约翰福音 13:31-35 引言 1. 我小的时候很喜欢穿各种服装。 a. 有一年圣诞节我收到了一套水手服，但我哭了，因,20250831-中文 教会的身份证明 约翰福音 13:31-35 引言 1. 我小的时候很喜欢穿各种服装。 a. 有一年圣诞节我收到了一套水手服，但我哭了，因,3342,3342,
2025-09-07-马太福音-13-31-33芥菜种面酵的比喻,2025-09-07-马太福音-13-31-33｜芥菜种面酵的比喻,2025-09-07-马太福音-13-31-33芥菜种面酵的比喻,same,src/content/posts/2025-09-07-马太福音-13-31-33｜芥菜种面酵的比喻.md,https://ronniecross.com/posts/2025-09-07-马太福音-13-31-33芥菜种面酵的比喻/,马太福音 13:31-33｜芥菜种面酵的比喻,马太福音 13:31-33｜芥菜种面酵的比喻,2025-09-07,2025-09-07,教会讲道,教会讲道,马太福音 13:31-33,马太福音 13:31-33,20250907-中文P 马太福音 13:31-33 芥菜种/面酵的比喻 大家早安，我很兴奋今天能够继续我们关于耶稣比喻的系列。上次我们分享过，比喻是一种带有属,20250907-中文P 马太福音 13:31-33 芥菜种/面酵的比喻 大家早安，我很兴奋今天能够继续我们关于耶稣比喻的系列。上次我们分享过，比喻是一种带有属,4292,4292,
2025-09-14-马太福音-13-44-46基督无限的价值,2025-09-14-马太福音-13-44-46｜基督无限的价值,2025-09-14-马太福音-13-44-46基督无限的价值,same,src/content/posts/2025-09-14-马太福音-13-44-46｜基督无限的价值.md,https://ronniecross.com/posts/2025-09-14-马太福音-13-44-46基督无限的价值/,马太福音 13:44-46｜基督无限的价值,马太福音 13:44-46｜基督无限的价值,2025-09-14,2025-09-14,教会讲道,教会讲道,马太福音 13:44-46,马太福音 13:44-46,20250914-中文P 马太福音 13:44-46 基督无限的价值 大家早上好，我们要继续查考耶稣关于比喻的教导。耶稣用比喻来说明祂的国度与世上的国度不同。祂,20250914-中文P 马太福音 13:44-46 基督无限的价值 大家早上好，我们要继续查考耶稣关于比喻的教导。耶稣用比喻来说明祂的国度与世上的国度不同。祂,4320,4320,
2025-09-21-路加福音-15-1-7善牧,2025-09-21-路加福音-15-1-7｜善牧,2025-09-21-路加福音-15-1-7善牧,same,src/content/posts/2025-09-21-路加福音-15-1-7｜善牧.md,https://ronniecross.com/posts/2025-09-21-路加福音-15-1-7善牧/,路加福音 15:1-7｜善牧,路加福音 15:1-7｜善牧,2025-09-21,2025-09-21,教会讲道,教会讲道,路加福音 15:1-7,路加福音 15:1-7,20250921-中文P 路加福音 15:1-7 善牧 大家早安。我们继续查考耶稣的比喻系列。记得吗，耶稣用比喻来说明祂的国度是什么样的。祂的统治和权柄不像世上,20250921-中文P 路加福音 15:1-7 善牧 大家早安。我们继续查考耶稣的比喻系列。记得吗，耶稣用比喻来说明祂的国度是什么样的。祂的统治和权柄不像世上,4224,4224,
2025-09-27-马太福音-6-9-13-主祷文-从天父关系理解祷告,2025-09-27-马太福音-6-9-13-主祷文-从天父关系理解祷告,2025-09-27-马太福音-6-9-13-主祷文-从天父关系理解祷告,same,src/content/posts/2025-09-27-马太福音-6-9-13-主祷文-从天父关系理解祷告.md,https://ronniecross.com/posts/2025-09-27-马太福音-6-9-13-主祷文-从天父关系理解祷告/,马太福音 6:9-13｜主祷文：从天父关系理解祷告,马太福音 6:9-13｜主祷文：从天父关系理解祷告,2025-09-27,2025-09-27,灵命成长,灵命成长,马太福音 6:9-13,马太福音 6:9-13,"主祷文的奥秘 主祷文,你可能已经念了上千遍,熟悉得如同自己的呼吸。 但你是否知道耶稣为什么要我们用这几句特定的话来祷告?耶稣不是建议让我们这样祷告,而是指示,你们祷告要这样说。 为","主祷文的奥秘 主祷文,你可能已经念了上千遍,熟悉得如同自己的呼吸。 但你是否知道耶稣为什么要我们用这几句特定的话来祷告?耶稣不是建议让我们这样祷告,而是指示,你们祷告要这样说。 为",11672,11672,
2025-09-28-路加福音-10-25-37好撒玛利亚人,2025-09-28-路加福音-10-25-37｜好撒玛利亚人,2025-09-28-路加福音-10-25-37好撒玛利亚人,same,src/content/posts/2025-09-28-路加福音-10-25-37｜好撒玛利亚人.md,https://ronniecross.com/posts/2025-09-28-路加福音-10-25-37好撒玛利亚人/,路加福音 10:25-37｜好撒玛利亚人,路加福音 10:25-37｜好撒玛利亚人,2025-09-28,2025-09-28,教会讲道,教会讲道,路加福音 10:25-37,路加福音 10:25-37,20250928-中文P 路加福音 10:25-37 《好撒玛利亚人》 谢谢 Rowan 和 Selah 为我们读圣经。这是一个非常有名的故事，不是吗？全世界有,20250928-中文P 路加福音 10:25-37 《好撒玛利亚人》 谢谢 Rowan 和 Selah 为我们读圣经。这是一个非常有名的故事，不是吗？全世界有,4066,4066,
2025-10-05-马太福音-18-21-35不饶恕人的仆人,2025-10-05-马太福音-18-21-35｜不饶恕人的仆人,2025-10-05-马太福音-18-21-35不饶恕人的仆人,same,src/content/posts/2025-10-05-马太福音-18-21-35｜不饶恕人的仆人.md,https://ronniecross.com/posts/2025-10-05-马太福音-18-21-35不饶恕人的仆人/,马太福音 18:21-35｜不饶恕人的仆人,马太福音 18:21-35｜不饶恕人的仆人,2025-10-05,2025-10-05,教会讲道,教会讲道,马太福音 18:21-35,马太福音 18:21-35,20251005-中文P 马太福音 18:21-35 不饶恕人的仆人 大家早上好。今天我们要继续查考耶稣的比喻系列，看看神的国度与这世界的国度有多么不同。上周我,20251005-中文P 马太福音 18:21-35 不饶恕人的仆人 大家早上好。今天我们要继续查考耶稣的比喻系列，看看神的国度与这世界的国度有多么不同。上周我,5527,5527,
2025-10-12-路加福音-15-11-32迷失的两个儿子,2025-10-12-路加福音-15-11-32｜迷失的两个儿子,2025-10-12-路加福音-15-11-32迷失的两个儿子,same,src/content/posts/2025-10-12-路加福音-15-11-32｜迷失的两个儿子.md,https://ronniecross.com/posts/2025-10-12-路加福音-15-11-32迷失的两个儿子/,路加福音 15:11-32｜迷失的两个儿子,路加福音 15:11-32｜迷失的两个儿子,2025-10-12,2025-10-12,教会讲道,教会讲道,路加福音 15:11-32,路加福音 15:11-32,20251012-中文P 路加福音 15:11-32 迷失的两个儿子 大家早安。今天我们要看圣经中最著名的比喻之一——浪子回头的比喻。然而，这个故事实际上讲的是,20251012-中文P 路加福音 15:11-32 迷失的两个儿子 大家早安。今天我们要看圣经中最著名的比喻之一——浪子回头的比喻。然而，这个故事实际上讲的是,4990,4990,
2025-10-19-马太福音-20-1-16葡萄园工人的比喻,2025-10-19-马太福音-20-1-16｜葡萄园工人的比喻,2025-10-19-马太福音-20-1-16葡萄园工人的比喻,same,src/content/posts/2025-10-19-马太福音-20-1-16｜葡萄园工人的比喻.md,https://ronniecross.com/posts/2025-10-19-马太福音-20-1-16葡萄园工人的比喻/,马太福音 20:1-16｜葡萄园工人的比喻,马太福音 20:1-16｜葡萄园工人的比喻,2025-10-19,2025-10-19,教会讲道,教会讲道,马太福音 20:1-16,马太福音 20:1-16,20251019-中文P 马太福音 20:1-16葡萄园工人的比喻 大家早上好！今天我们要继续讲耶稣的比喻系列，主题是——“神的国与世上的国度有何不同”。上周我,20251019-中文P 马太福音 20:1-16葡萄园工人的比喻 大家早上好！今天我们要继续讲耶稣的比喻系列，主题是——“神的国与世上的国度有何不同”。上周我,5125,5125,
2025-10-25-马太福音-7-13-14-两条道路-选择通往生命的窄路,2025-10-25-马太福音-7-13-14-两条道路-选择通往生命的窄路,2025-10-25-马太福音-7-13-14-两条道路-选择通往生命的窄路,same,src/content/posts/2025-10-25-马太福音-7-13-14-两条道路-选择通往生命的窄路.md,https://ronniecross.com/posts/2025-10-25-马太福音-7-13-14-两条道路-选择通往生命的窄路/,马太福音 7:13-14｜两条道路：选择通往生命的窄路,马太福音 7:13-14｜两条道路：选择通往生命的窄路,2025-10-25,2025-10-25,灵命成长,灵命成长,马太福音 7:13-14,马太福音 7:13-14,"人生只有两条路 你有没有停下来想过,自己现在走的是哪条路,无论你是谁,过去经历了什么,心里信什么。 就在这一刻,你的生命已经在这两条截然不同的道路中间选了一条。 在属灵的生命旅程里","人生只有两条路 你有没有停下来想过,自己现在走的是哪条路,无论你是谁,过去经历了什么,心里信什么。 就在这一刻,你的生命已经在这两条截然不同的道路中间选了一条。 在属灵的生命旅程里",8526,8526,
2025-10-26-路加福音-18-1-8坚持祈求的寡妇,2025-10-26-路加福音-18-1-8｜坚持祈求的寡妇,2025-10-26-路加福音-18-1-8坚持祈求的寡妇,same,src/content/posts/2025-10-26-路加福音-18-1-8｜坚持祈求的寡妇.md,https://ronniecross.com/posts/2025-10-26-路加福音-18-1-8坚持祈求的寡妇/,路加福音 18:1-8｜坚持祈求的寡妇,路加福音 18:1-8｜坚持祈求的寡妇,2025-10-26,2025-10-26,教会讲道,教会讲道,路加福音 18:1-8,路加福音 18:1-8,20251026-中文P 路加福音 18：1-8 坚持祈求的寡妇 大家早安，今天我们要继续学习《耶稣的比喻》系列，主题是路加福音第18章中的祷告。祷告是一个极其,20251026-中文P 路加福音 18：1-8 坚持祈求的寡妇 大家早安，今天我们要继续学习《耶稣的比喻》系列，主题是路加福音第18章中的祷告。祷告是一个极其,4553,4553,
2025-11-01-诗篇-23-1-马太福音-6-9-13-大卫与耶稣的祷告-学习信靠敬拜与亲近神,2025-11-01-诗篇-23-1-马太福音-6-9-13-大卫与耶稣的祷告-学习信靠、敬拜与亲近神,2025-11-01-诗篇-23-1-马太福音-6-9-13-大卫与耶稣的祷告-学习信靠敬拜与亲近神,same,src/content/posts/2025-11-01-诗篇-23-1-马太福音-6-9-13-大卫与耶稣的祷告-学习信靠、敬拜与亲近神.md,https://ronniecross.com/posts/2025-11-01-诗篇-23-1-马太福音-6-9-13-大卫与耶稣的祷告-学习信靠敬拜与亲近神/,诗篇 23:1；马太福音 6:9-13｜大卫与耶稣的祷告：学习信靠、敬拜与亲近神,诗篇 23:1；马太福音 6:9-13｜大卫与耶稣的祷告：学习信靠、敬拜与亲近神,2025-11-01,2025-11-01,灵命成长,灵命成长,诗篇 23:1；马太福音 6:9-13,诗篇 23:1；马太福音 6:9-13,"大卫是怎样祷告的? 让我们脑海中想象这样的画面:伯利恒的山丘下,夜空无垠。一个年轻的牧羊少年靠在岩石上,羊群在夜色中安静下来。大卫的琴放在膝上,琴弦在他指间轻轻颤动,发出柔和的声音","大卫是怎样祷告的? 让我们脑海中想象这样的画面:伯利恒的山丘下,夜空无垠。一个年轻的牧羊少年靠在岩石上,羊群在夜色中安静下来。大卫的琴放在膝上,琴弦在他指间轻轻颤动,发出柔和的声音",8262,8262,
2025-11-02-马太福音-21-33-45恶农夫的比喻,2025-11-02-马太福音-21-33-45｜恶农夫的比喻,2025-11-02-马太福音-21-33-45恶农夫的比喻,same,src/content/posts/2025-11-02-马太福音-21-33-45｜恶农夫的比喻.md,https://ronniecross.com/posts/2025-11-02-马太福音-21-33-45恶农夫的比喻/,马太福音 21:33-45｜恶农夫的比喻,马太福音 21:33-45｜恶农夫的比喻,2025-11-02,2025-11-02,教会讲道,教会讲道,马太福音 21:33-45,马太福音 21:33-45,20251102-中文P 马太福音 21：33-45 恶农夫的比喻 大家早上好，今天我们要一起来看《马太福音》21章33到45节中关于“恶农夫”的比喻。下周，我,20251102-中文P 马太福音 21：33-45 恶农夫的比喻 大家早上好，今天我们要一起来看《马太福音》21章33到45节中关于“恶农夫”的比喻。下周，我,4916,4916,
2025-11-09-马太福音-25-14-30才干的比喻,2025-11-09-马太福音-25-14-30｜才干的比喻,2025-11-09-马太福音-25-14-30才干的比喻,same,src/content/posts/2025-11-09-马太福音-25-14-30｜才干的比喻.md,https://ronniecross.com/posts/2025-11-09-马太福音-25-14-30才干的比喻/,马太福音 25:14-30｜才干的比喻,马太福音 25:14-30｜才干的比喻,2025-11-09,2025-11-09,教会讲道,教会讲道,马太福音 25:14-30,马太福音 25:14-30,20251109-中文P 马太福音 25：14-30 才干的比喻 大家早安。今天我们要来看“耶稣的比喻”系列中的最后一篇讲道。下周我们将开始一个新的三部分系列—,20251109-中文P 马太福音 25：14-30 才干的比喻 大家早安。今天我们要来看“耶稣的比喻”系列中的最后一篇讲道。下周我们将开始一个新的三部分系列—,5291,5291,
2025-11-16-马太福音-6-19-24管家职分-单一的主人,2025-11-16-马太福音-6-19-24｜管家职分-单一的主人,2025-11-16-马太福音-6-19-24管家职分-单一的主人,same,src/content/posts/2025-11-16-马太福音-6-19-24｜管家职分-单一的主人.md,https://ronniecross.com/posts/2025-11-16-马太福音-6-19-24管家职分-单一的主人/,马太福音 6:19-24｜管家职分-单一的主人,马太福音 6:19-24｜管家职分-单一的主人,2025-11-16,2025-11-16,教会讲道,教会讲道,马太福音 6:19-24,马太福音 6:19-24,20251116-中文P 马太福音 6:19-24 管家职分【单一的主人】 大家早上好！今天我们要开始一个三次的信息系列——《金钱与福音》。上周我们谈到了“才干,20251116-中文P 马太福音 6:19-24 管家职分【单一的主人】 大家早上好！今天我们要开始一个三次的信息系列——《金钱与福音》。上周我们谈到了“才干,4603,4603,
2025-11-23-哥林多后书-8-7-9慷慨,2025-11-23-哥林多后书-8-7-9｜慷慨,2025-11-23-哥林多后书-8-7-9慷慨,same,src/content/posts/2025-11-23-哥林多后书-8-7-9｜慷慨.md,https://ronniecross.com/posts/2025-11-23-哥林多后书-8-7-9慷慨/,哥林多后书 8:7-9｜慷慨,哥林多后书 8:7-9｜慷慨,2025-11-23,2025-11-23,教会讲道,教会讲道,哥林多后书 8:7-9,哥林多后书 8:7-9,20251123-中文P 哥林多后书 8:7-9 慷慨 大家早上好。今天我们继续“金钱与福音”这个系列。上周我们谈到了“管家职分”——我们应当如何管理神赐给我们,20251123-中文P 哥林多后书 8:7-9 慷慨 大家早上好。今天我们继续“金钱与福音”这个系列。上周我们谈到了“管家职分”——我们应当如何管理神赐给我们,5118,5118,
2025-11-29-马太福音-15-21-28-迦南妇人的信心-理解儿女与小狗的比喻,2025-11-29-马太福音-15-21-28-迦南妇人的信心-理解儿女与小狗的比喻,2025-11-29-马太福音-15-21-28-迦南妇人的信心-理解儿女与小狗的比喻,same,src/content/posts/2025-11-29-马太福音-15-21-28-迦南妇人的信心-理解儿女与小狗的比喻.md,https://ronniecross.com/posts/2025-11-29-马太福音-15-21-28-迦南妇人的信心-理解儿女与小狗的比喻/,马太福音 15:21-28｜迦南妇人的信心：理解儿女与小狗的比喻,马太福音 15:21-28｜迦南妇人的信心：理解儿女与小狗的比喻,2025-11-29,2025-11-29,灵命成长,灵命成长,马太福音 15:21-28,马太福音 15:21-28,"耶稣为何说她是狗 我们都知道,耶稣向来以怜悯、慈爱著称,医治无数病人,接纳各类边缘人。 但是在《马太福音》十五章的故事中,耶稣却对一位被鬼附的女儿哀求的外邦妇人,说出不好拿儿女的饼","耶稣为何说她是狗 我们都知道,耶稣向来以怜悯、慈爱著称,医治无数病人,接纳各类边缘人。 但是在《马太福音》十五章的故事中,耶稣却对一位被鬼附的女儿哀求的外邦妇人,说出不好拿儿女的饼",9057,9057,
2025-11-30-提摩太前书-6-6-10知足,2025-11-30-提摩太前书-6-6-10｜知足,2025-11-30-提摩太前书-6-6-10知足,same,src/content/posts/2025-11-30-提摩太前书-6-6-10｜知足.md,https://ronniecross.com/posts/2025-11-30-提摩太前书-6-6-10知足/,提摩太前书 6:6-10｜知足,提摩太前书 6:6-10｜知足,2025-11-30,2025-11-30,教会讲道,教会讲道,提摩太前书 6:6-10,提摩太前书 6:6-10,20251130-中文P 提摩太前书 6:6-10 知足 大家早上好！再次祝贺我们四周年纪念日快乐！今天我们将结束“金钱与福音”这一系列信息，主题是——知足。 ,20251130-中文P 提摩太前书 6:6-10 知足 大家早上好！再次祝贺我们四周年纪念日快乐！今天我们将结束“金钱与福音”这一系列信息，主题是——知足。 ,3731,3731,
2025-12-07-路加福音-1-26-38所应许的礼物,2025-12-07-路加福音-1-26-38｜所应许的礼物,2025-12-07-路加福音-1-26-38所应许的礼物,same,src/content/posts/2025-12-07-路加福音-1-26-38｜所应许的礼物.md,https://ronniecross.com/posts/2025-12-07-路加福音-1-26-38所应许的礼物/,路加福音 1:26-38｜所应许的礼物,路加福音 1:26-38｜所应许的礼物,2025-12-07,2025-12-07,教会讲道,教会讲道,路加福音 1:26-38,路加福音 1:26-38,20251207-中文P 路加福音 1:26-38 — 所应许的礼物 大家早上好！今天我们开始三部分的圣诞系列信息——《最伟大的礼物》。 我记得小时候，每到圣诞,20251207-中文P 路加福音 1:26-38 — 所应许的礼物 大家早上好！今天我们开始三部分的圣诞系列信息——《最伟大的礼物》。 我记得小时候，每到圣诞,4689,4689,
2025-12-14-路加福音-2-8-20礼物的宣告,2025-12-14-路加福音-2-8-20｜礼物的宣告,2025-12-14-路加福音-2-8-20礼物的宣告,same,src/content/posts/2025-12-14-路加福音-2-8-20｜礼物的宣告.md,https://ronniecross.com/posts/2025-12-14-路加福音-2-8-20礼物的宣告/,路加福音 2:8-20｜礼物的宣告,路加福音 2:8-20｜礼物的宣告,2025-12-14,2025-12-14,教会讲道,教会讲道,路加福音 2:8-20,路加福音 2:8-20,20251214-中文P 路加福音 2:8–20 礼物的宣告 大家早安。今天我们来到圣诞系列的第二部分——《最伟大的礼物》。我们将一起来看天使向牧羊人宣告耶稣降,20251214-中文P 路加福音 2:8–20 礼物的宣告 大家早安。今天我们来到圣诞系列的第二部分——《最伟大的礼物》。我们将一起来看天使向牧羊人宣告耶稣降,4913,4913,
